time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY;Wh-energy.soc;W-power.real.secondary
516660;-1035.0;-1017.3285253609783;1365.2500000000039;0
516720;-1035.0;-1017.3285253609783;1348.0000000000039;0
516780;-984.0;-1017.3285253609783;1330.7500000000039;0
516840;-984.0;-1017.3285253609783;1314.3500000000038;0
516900;-984.0;-1017.3285253609783;1297.9500000000037;0
516960;-1036.0;-1017.3285253609783;1281.5500000000036;0
517020;-1036.0;-1017.3285253609783;1264.283333333337;0
517080;-1036.0;-1017.3285253609783;1247.0166666666703;0
517140;-1036.0;-1017.3285253609783;1229.7500000000036;0
517200;-1036.0;-1017.3285253609783;1212.483333333337;0
517260;-1036.0;-1017.3285253609783;1195.2166666666703;0
517320;-1036.0;-1017.3285253609783;1177.9500000000037;0
517380;-1036.0;-1017.3285253609783;1160.683333333337;0
517440;-1036.0;-1017.3285253609783;1143.4166666666704;0
517500;570.0;620.0824434987817;1126.1500000000037;0
517560;570.0;620.0824434987817;1135.6500000000037;0
517620;570.0;620.0824434987817;1145.1500000000037;0
517680;570.0;620.0824434987817;1154.6500000000037;0
517740;570.0;620.0824434987817;1164.1500000000037;0
517800;622.0;620.0824434987817;1173.6500000000037;0
517860;622.0;620.0824434987817;1184.0166666666703;0
517920;622.0;620.0824434987817;1194.3833333333369;0
517980;622.0;620.0824434987817;1204.7500000000034;0
518040;622.0;620.0824434987817;1215.11666666667;0
518100;622.0;620.0824434987817;1225.4833333333365;0
518160;622.0;620.0824434987817;1235.850000000003;0
518220;622.0;620.0824434987817;1246.2166666666697;0
518280;622.0;620.0824434987817;1256.5833333333362;0
518340;622.0;620.0824434987817;1266.9500000000028;0
518400;68.0;53.845755744095186;1277.3166666666693;0
518460;68.0;53.845755744095186;1278.4500000000028;0
518520;68.0;53.845755744095186;1279.5833333333362;0
518580;68.0;53.845755744095186;1280.7166666666697;0
518640;68.0;53.845755744095186;1281.850000000003;0
518700;68.0;53.845755744095186;1282.9833333333365;0
518760;68.0;53.845755744095186;1284.11666666667;0
518820;68.0;53.845755744095186;1285.2500000000034;0
518880;68.0;53.845755744095186;1286.3833333333369;0
518940;68.0;53.845755744095186;1287.5166666666703;0
519000;68.0;53.845755744095186;1288.6500000000037;0
519060;68.0;53.845755744095186;1289.7833333333372;0
519120;68.0;53.845755744095186;1290.9166666666706;0
519180;68.0;53.845755744095186;1292.050000000004;0
519240;68.0;53.845755744095186;1293.1833333333375;0
519300;52.0;-12.60111925590445;1294.316666666671;0
519360;1.0;-12.60111925590445;1295.1833333333375;0
519420;1.0;-12.60111925590445;1295.2000000000041;0
519480;1.0;-12.60111925590445;1295.2166666666708;0
519540;1.0;-12.60111925590445;1295.2333333333374;0
519600;1.0;-12.60111925590445;1295.250000000004;0
519660;1.0;-12.60111925590445;1295.2666666666707;0
