time;SmartMeter-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: W-power.real.c.ELECTRICITY;Battery-House-8: Wh-energy.soc;DishWasher-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: W-power.real.c.ELECTRICITY;DomesticHotWaterControllerBoiler-House-8: Wh-energy.soc;Load-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: W-power.real.c.ELECTRICITY;HeatPump-House-8: Wh-energy.soc;PV-House-8: W-power.real.c.ELECTRICITY;WashingMachine-House-8: W-power.real.c.ELECTRICITY
488100;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-178.64304473616585;0.0
488160;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-176.3930137251234;0.0
488220;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-174.14351534752194;0.0
488280;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-171.89454354191753;0.0
488340;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-169.6460921413522;0.0
488400;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-167.39815486993996;0.0
488460;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-165.15072533944752;0.0
488520;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-162.90379704587627;0.0
488580;1637.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-160.6573633660568;0.0
488640;1637.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-158.41141755408842;0.0
488700;1594.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-156.16595273870826;0.0
488760;1594.0;100;12000;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-153.92096191892009;0.0
488820;1594.0;-100;0;0.0;0.0;0.0;140.0;1125.0;46273.17672108492;-151.6764379614876;0.0
488880;1594.0;100;12000;0.0;0.0;0.0;197.0;1125.0;46273.17672108492;-149.43237359761963;0.0
488940;1594.0;-100;0;0.0;0.0;0.0;197.0;1125.0;46273.17672108492;-147.18876141994863;0.0
489000;1594.0;100;12000;0.0;0.0;0.0;197.0;1125.0;46273.17672108492;-144.9455938796505;0.0
489060;1594.0;-100;0;0.0;0.0;0.0;197.0;1125.0;46273.17672108492;-142.7028632837399;0.0
489120;1594.0;100;12000;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-140.46056179257047;0.0
489180;1594.0;-100;0;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-138.21868141759572;0.0
489240;1594.0;100;12000;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-135.97721401942277;0.0
489300;1594.0;-100;0;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-133.7361513060634;0.0
489360;1594.0;100;12000;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-131.49548483243248;0.0
489420;1594.0;-100;0;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-129.25520599868415;0.0
489480;1594.0;100;12000;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-127.0153060507898;0.0
489540;1594.0;-100;0;0.0;0.0;0.0;248.0;1125.0;46273.17672108492;-124.7757760809638;0.0
489600;773.0;100;12000;0.0;0.0;0.0;248.0;542.1094204344487;46273.17672108492;-122.53660702904605;0.0
489660;773.0;-100;0;0.0;0.0;0.0;248.0;542.1094204344487;46234.31734911389;-120.2977896848084;0.0
489720;773.0;100;12000;0.0;0.0;0.0;196.0;542.1094204344487;46195.457977142854;-118.0593146913258;0.0
489780;773.0;-100;0;0.0;0.0;0.0;196.0;542.1094204344487;46156.59860517182;-115.8211725495971;0.0
489840;773.0;100;12000;0.0;0.0;0.0;196.0;542.1094204344487;46117.73923320079;-113.58335362459708;0.0
489900;773.0;-100;0;0.0;0.0;0.0;145.0;542.1094204344487;46078.879861229754;-111.34584815300047;0.0
489960;773.0;100;12000;0.0;0.0;0.0;145.0;542.1094204344487;46040.02048925872;-109.10864625268337;0.0
490020;773.0;-100;0;0.0;0.0;0.0;145.0;542.1094204344487;46001.16111728769;-106.87173793520404;0.0
490080;773.0;100;12000;0.0;0.0;0.0;145.0;542.1094204344487;45962.301745316654;-104.6351131193661;0.0
490140;773.0;-100;0;0.0;0.0;0.0;145.0;542.1094204344487;45923.44237334562;-102.39876164926687;0.0
490200;824.0;100;12000;0.0;0.0;0.0;145.0;542.1094204344487;45884.58300137459;-100.16267331504426;0.0
490260;824.0;-100;0;0.0;0.0;0.0;145.0;542.1094204344487;45845.723629403554;-97.92683787776157;0.0
490320;824.0;100;12000;0.0;0.0;0.0;145.0;542.1094204344487;45806.86425743252;-95.69124509891347;0.0
490380;824.0;-100;0;0.0;0.0;0.0;145.0;542.1094204344487;45768.00488546149;-93.45588477526611;0.0
490440;824.0;100;12000;0.0;0.0;0.0;145.0;542.1094204344487;45729.14551349045;-91.22074677988574;0.0
490500;757.0;-100;0;0.0;0.0;0.0;145.0;542.1094204344487;45690.28614151942;-88.98582111032718;0.0
490560;758.0;100;12000;0.0;0.0;0.0;391.0;542.1094204344487;45651.42676954839;-86.75109794512686;0.0
490620;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45612.56739757735;-84.51656770979974;0.0
490680;757.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45573.70802560632;-82.28222115466768;0.0
490740;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45534.84865363529;-80.04804944439084;0.0
490800;757.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45495.98928166425;-77.8140442639311;0.0
490860;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45457.12990969322;-75.5801979414813;0.0
490920;757.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45418.27053772219;-73.34650359208938;0.0
490980;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45379.41116575115;-71.11295528528797;0.0
491040;757.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45340.55179378012;-68.87954824081906;0.0
491100;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45301.692421809086;-66.64627905727026;0.0
491160;757.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45262.83304983805;-64.41314597934003;0.0
491220;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45223.97367786702;-62.18014921052591;0.0
491280;757.0;100;12000;0.0;0.0;0.0;271.0;542.1094204344487;45185.114305895986;-59.94729127931798;0.0
491340;757.0;-100;0;0.0;0.0;0.0;271.0;542.1094204344487;45146.25493392495;-57.71457746846537;0.0
